@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2}

@data
1045,'2024/10/30 14:19:05:999',2,135,323,2
1046,'2024/10/30 14:19:06:014',2,148,307,2
1047,'2024/10/30 14:19:06:033',2,159,291,2
1048,'2024/10/30 14:19:06:049',2,167,276,2
1049,'2024/10/30 14:19:06:066',2,171,261,2
1050,'2024/10/30 14:19:06:083',2,173,247,2
1051,'2024/10/30 14:19:06:098',2,174,230,2
1052,'2024/10/30 14:19:06:116',2,173,213,2
1053,'2024/10/30 14:19:06:132',2,173,200,2
1054,'2024/10/30 14:19:06:149',2,171,191,2
1055,'2024/10/30 14:19:06:165',2,170,183,2
1056,'2024/10/30 14:19:06:181',2,169,178,2
1057,'2024/10/30 14:19:06:197',2,168,174,2
1058,'2024/10/30 14:19:06:216',2,167,170,2
1059,'2024/10/30 14:19:06:232',2,166,168,2
1060,'2024/10/30 14:19:06:249',2,166,167,2
1061,'2024/10/30 14:19:06:264',2,165,166,2
1062,'2024/10/30 14:19:06:282',2,165,166,2
1063,'2024/10/30 14:19:06:299',2,165,166,2
1064,'2024/10/30 14:19:06:316',2,165,165,2
1065,'2024/10/30 14:19:06:332',2,164,164,2
1066,'2024/10/30 14:19:06:349',2,162,163,2
1067,'2024/10/30 14:19:06:366',2,157,161,2
1068,'2024/10/30 14:19:06:382',2,150,158,2
1069,'2024/10/30 14:19:06:398',2,141,155,2
1070,'2024/10/30 14:19:06:416',2,132,152,2
1071,'2024/10/30 14:19:06:432',2,124,149,2
1072,'2024/10/30 14:19:06:448',2,114,145,2
1073,'2024/10/30 14:19:06:464',2,105,144,2
1074,'2024/10/30 14:19:06:483',2,96,143,2
1075,'2024/10/30 14:19:06:499',2,89,142,2
1076,'2024/10/30 14:19:06:514',2,84,142,2
1077,'2024/10/30 14:19:06:532',2,80,142,2
1078,'2024/10/30 14:19:06:548',2,78,142,2
1079,'2024/10/30 14:19:06:566',2,75,142,2
1080,'2024/10/30 14:19:06:582',2,73,142,2
1081,'2024/10/30 14:19:06:599',2,70,142,2
1082,'2024/10/30 14:19:06:616',2,67,142,2
1083,'2024/10/30 14:19:06:632',2,64,142,2
1084,'2024/10/30 14:19:06:649',2,60,142,2
1085,'2024/10/30 14:19:06:664',2,56,142,2
1086,'2024/10/30 14:19:06:682',2,53,142,2
1087,'2024/10/30 14:19:06:699',2,51,142,2
1088,'2024/10/30 14:19:06:716',2,50,142,2
1089,'2024/10/30 14:19:06:732',2,50,142,2
1090,'2024/10/30 14:19:06:749',2,50,143,2
1091,'2024/10/30 14:19:06:764',2,50,148,2
1092,'2024/10/30 14:19:06:781',2,49,157,2
1093,'2024/10/30 14:19:06:799',2,49,167,2
1094,'2024/10/30 14:19:06:816',2,49,176,2
1095,'2024/10/30 14:19:06:833',2,49,185,2
1096,'2024/10/30 14:19:06:848',2,49,198,2
1097,'2024/10/30 14:19:06:866',2,51,210,2
1098,'2024/10/30 14:19:06:883',2,53,221,2
1099,'2024/10/30 14:19:06:898',2,56,233,2
1100,'2024/10/30 14:19:06:916',2,58,244,2
1101,'2024/10/30 14:19:06:932',2,60,254,2
1102,'2024/10/30 14:19:06:948',2,63,265,2
1103,'2024/10/30 14:19:06:965',2,67,277,2
1104,'2024/10/30 14:19:06:982',2,71,288,2
1105,'2024/10/30 14:19:06:998',2,75,299,2
1106,'2024/10/30 14:19:07:014',2,78,310,2
1107,'2024/10/30 14:19:07:031',2,80,322,2
1108,'2024/10/30 14:19:07:049',2,81,331,2
1109,'2024/10/30 14:19:07:066',2,81,337,2
1110,'2024/10/30 14:19:07:082',2,81,341,2
1111,'2024/10/30 14:19:07:098',2,81,344,2
1112,'2024/10/30 14:19:07:116',2,81,348,2
1113,'2024/10/30 14:19:07:132',2,81,351,2
1114,'2024/10/30 14:19:07:149',2,82,354,2
1115,'2024/10/30 14:19:07:166',2,82,358,2
1116,'2024/10/30 14:19:07:182',2,83,360,2
1117,'2024/10/30 14:19:07:198',2,84,362,2
1118,'2024/10/30 14:19:07:216',2,84,364,2
1119,'2024/10/30 14:19:07:232',2,85,364,2
1120,'2024/10/30 14:19:07:250',2,85,365,2
1121,'2024/10/30 14:19:07:266',2,87,365,2
1122,'2024/10/30 14:19:07:283',2,89,365,2
1123,'2024/10/30 14:19:07:299',2,91,365,2
1124,'2024/10/30 14:19:07:316',2,92,365,2
1125,'2024/10/30 14:19:07:331',2,94,365,2
1126,'2024/10/30 14:19:07:348',2,96,365,2
1127,'2024/10/30 14:19:07:365',2,99,365,2
1128,'2024/10/30 14:19:07:382',2,105,365,2
1129,'2024/10/30 14:19:07:399',2,114,365,2
1130,'2024/10/30 14:19:07:414',2,127,360,2
1131,'2024/10/30 14:19:07:431',2,141,350,2
1132,'2024/10/30 14:19:07:449',2,156,340,2
1133,'2024/10/30 14:19:07:466',2,169,330,2
1134,'2024/10/30 14:19:07:482',2,181,324,2
1135,'2024/10/30 14:19:07:499',2,194,320,2
1136,'2024/10/30 14:19:07:516',2,207,318,2
1137,'2024/10/30 14:19:07:533',2,220,316,2
1138,'2024/10/30 14:19:07:547',2,232,314,2
1139,'2024/10/30 14:19:07:564',2,243,314,2
1140,'2024/10/30 14:19:07:581',2,255,314,2
1141,'2024/10/30 14:19:07:597',2,264,314,2
1142,'2024/10/30 14:19:07:616',2,271,314,2
1143,'2024/10/30 14:19:07:632',2,277,315,2
1144,'2024/10/30 14:19:07:649',2,281,316,2
1145,'2024/10/30 14:19:07:664',2,283,316,2
1146,'2024/10/30 14:19:07:682',2,283,316,2
1147,'2024/10/30 14:19:07:698',2,284,309,2
1148,'2024/10/30 14:19:07:715',2,283,286,2
1149,'2024/10/30 14:19:07:732',2,282,257,2
1150,'2024/10/30 14:19:07:749',2,280,233,2
1151,'2024/10/30 14:19:07:766',2,278,213,2
1152,'2024/10/30 14:19:07:782',2,277,199,2
1153,'2024/10/30 14:19:07:799',2,275,189,2
1154,'2024/10/30 14:19:07:816',2,273,180,2
1155,'2024/10/30 14:19:07:832',2,269,171,2
1156,'2024/10/30 14:19:07:848',2,265,163,2
1157,'2024/10/30 14:19:07:864',2,261,157,2
1158,'2024/10/30 14:19:07:882',2,256,151,2
1159,'2024/10/30 14:19:07:899',2,250,144,2
1160,'2024/10/30 14:19:07:916',2,245,137,2
1161,'2024/10/30 14:19:07:931',2,240,129,2
1162,'2024/10/30 14:19:07:949',2,235,122,2
1163,'2024/10/30 14:19:07:966',2,231,117,2
1164,'2024/10/30 14:19:07:982',2,228,114,2
1165,'2024/10/30 14:19:07:999',2,227,112,2
1166,'2024/10/30 14:19:08:017',2,226,112,2
1167,'2024/10/30 14:19:08:031',2,225,112,2
1168,'2024/10/30 14:19:08:049',2,223,112,2
1169,'2024/10/30 14:19:08:064',2,219,112,2
1170,'2024/10/30 14:19:08:083',2,214,114,2
1171,'2024/10/30 14:19:08:097',2,208,116,2
1172,'2024/10/30 14:19:08:116',2,201,119,2
1173,'2024/10/30 14:19:08:132',2,191,122,2
1174,'2024/10/30 14:19:08:148',2,180,126,2
1175,'2024/10/30 14:19:08:166',2,168,130,2
1176,'2024/10/30 14:19:08:181',2,157,134,2
1177,'2024/10/30 14:19:08:198',2,146,136,2
1178,'2024/10/30 14:19:08:214',2,137,139,2
1179,'2024/10/30 14:19:08:232',2,129,141,2
1180,'2024/10/30 14:19:08:249',2,122,144,2
1181,'2024/10/30 14:19:08:265',2,115,146,2
1182,'2024/10/30 14:19:08:281',2,109,148,2
1183,'2024/10/30 14:19:08:299',2,104,150,2
1184,'2024/10/30 14:19:08:316',2,98,153,2
1185,'2024/10/30 14:19:08:330',2,93,155,2
1186,'2024/10/30 14:19:08:349',2,89,157,2
1187,'2024/10/30 14:19:08:365',2,84,158,2
1188,'2024/10/30 14:19:08:382',2,80,159,2
1189,'2024/10/30 14:19:08:399',2,78,159,2
1190,'2024/10/30 14:19:08:415',2,77,159,2
1191,'2024/10/30 14:19:08:433',2,77,160,2
1192,'2024/10/30 14:19:08:449',2,77,162,2
1193,'2024/10/30 14:19:08:466',2,78,169,2
1194,'2024/10/30 14:19:08:483',2,82,181,2
1195,'2024/10/30 14:19:08:499',2,86,196,2
1196,'2024/10/30 14:19:08:515',2,90,211,2
1197,'2024/10/30 14:19:08:533',2,93,226,2
1198,'2024/10/30 14:19:08:548',2,94,239,2
1199,'2024/10/30 14:19:08:566',2,94,248,2
1200,'2024/10/30 14:19:08:582',2,94,258,2
1201,'2024/10/30 14:19:08:599',2,94,265,2
1202,'2024/10/30 14:19:08:614',2,94,270,2
1203,'2024/10/30 14:19:08:631',2,94,275,2
1204,'2024/10/30 14:19:08:648',2,95,279,2
1205,'2024/10/30 14:19:08:665',2,95,284,2
1206,'2024/10/30 14:19:08:681',2,95,287,2
1207,'2024/10/30 14:19:08:699',2,95,290,2
1208,'2024/10/30 14:19:08:716',2,95,291,2
1209,'2024/10/30 14:19:08:731',2,95,292,2
1210,'2024/10/30 14:19:08:749',2,95,292,2
1211,'2024/10/30 14:19:08:765',2,95,292,2
1212,'2024/10/30 14:19:08:781',2,95,292,2
1213,'2024/10/30 14:19:08:799',2,95,292,2
1214,'2024/10/30 14:19:08:814',2,95,292,2
1215,'2024/10/30 14:19:08:833',2,95,292,2
1216,'2024/10/30 14:19:08:849',2,95,292,2
1217,'2024/10/30 14:19:08:866',2,95,292,2
1218,'2024/10/30 14:19:08:882',2,95,292,2
1219,'2024/10/30 14:19:08:898',2,95,292,2
1220,'2024/10/30 14:19:08:916',2,95,292,2
1221,'2024/10/30 14:19:08:932',2,95,292,2
1222,'2024/10/30 14:19:08:948',2,95,292,2
1223,'2024/10/30 14:19:08:965',2,95,292,2
1224,'2024/10/30 14:19:08:981',2,95,292,2
1225,'2024/10/30 14:19:08:999',2,95,292,2
1226,'2024/10/30 14:19:09:016',2,95,292,2
1227,'2024/10/30 14:19:09:032',2,95,292,2
1228,'2024/10/30 14:19:09:049',2,95,292,2
1229,'2024/10/30 14:19:09:066',2,95,292,2
1230,'2024/10/30 14:19:09:080',2,95,292,2
1231,'2024/10/30 14:19:09:097',2,95,292,2
1232,'2024/10/30 14:19:09:115',2,95,292,2
1233,'2024/10/30 14:19:09:132',2,95,292,2
1234,'2024/10/30 14:19:09:149',2,95,292,2
1235,'2024/10/30 14:19:09:165',2,95,292,2
1236,'2024/10/30 14:19:09:181',2,95,292,2
1237,'2024/10/30 14:19:09:198',2,95,292,2
1238,'2024/10/30 14:19:09:214',2,95,292,2
1239,'2024/10/30 14:19:09:232',2,95,292,2
1240,'2024/10/30 14:19:09:249',2,95,292,2
1241,'2024/10/30 14:19:09:264',2,95,292,2
1242,'2024/10/30 14:19:09:282',2,95,292,2
1243,'2024/10/30 14:19:09:298',2,95,292,2
1244,'2024/10/30 14:19:09:315',2,95,292,2
1245,'2024/10/30 14:19:09:332',2,95,292,2
1246,'2024/10/30 14:19:09:348',2,95,292,2
1247,'2024/10/30 14:19:09:366',2,95,292,2
1248,'2024/10/30 14:19:09:382',2,95,292,2
1249,'2024/10/30 14:19:09:399',2,95,292,2
1250,'2024/10/30 14:19:09:415',2,95,292,2
1251,'2024/10/30 14:19:09:431',2,95,292,2
1252,'2024/10/30 14:19:09:447',2,95,292,2
1253,'2024/10/30 14:19:09:465',2,95,292,2
1254,'2024/10/30 14:19:09:483',2,95,292,2
1255,'2024/10/30 14:19:09:498',2,95,292,2
1256,'2024/10/30 14:19:09:514',2,95,292,2
1257,'2024/10/30 14:19:09:533',2,95,292,2
1258,'2024/10/30 14:19:09:548',2,95,292,2
1259,'2024/10/30 14:19:09:565',2,95,292,2
1260,'2024/10/30 14:19:09:582',2,95,292,2
1261,'2024/10/30 14:19:09:598',2,95,292,2
1262,'2024/10/30 14:19:09:614',2,95,292,2
1263,'2024/10/30 14:19:09:631',2,95,292,2
1264,'2024/10/30 14:19:09:648',2,95,292,2
1265,'2024/10/30 14:19:09:664',2,95,292,2
1266,'2024/10/30 14:19:09:681',2,95,292,2
1267,'2024/10/30 14:19:09:697',2,95,292,2
1268,'2024/10/30 14:19:09:714',2,95,292,2
1269,'2024/10/30 14:19:09:732',2,95,292,2
1270,'2024/10/30 14:19:09:749',2,95,292,2
1271,'2024/10/30 14:19:09:764',2,95,292,2
1272,'2024/10/30 14:19:09:782',2,95,292,2
1273,'2024/10/30 14:19:09:797',2,95,292,2
1274,'2024/10/30 14:19:09:814',2,95,292,2
1275,'2024/10/30 14:19:09:831',2,95,292,2
1276,'2024/10/30 14:19:09:847',2,95,292,2
1277,'2024/10/30 14:19:09:865',2,95,292,2
1278,'2024/10/30 14:19:09:882',2,95,292,2
1279,'2024/10/30 14:19:09:898',2,95,292,2
1280,'2024/10/30 14:19:09:916',2,95,292,2
1281,'2024/10/30 14:19:09:931',2,95,292,2
1282,'2024/10/30 14:19:09:949',2,95,292,2
1283,'2024/10/30 14:19:09:964',2,95,292,2
1284,'2024/10/30 14:19:09:982',2,95,292,2
1285,'2024/10/30 14:19:09:999',2,95,292,2
1286,'2024/10/30 14:19:10:016',2,95,292,2
1287,'2024/10/30 14:19:10:031',2,95,292,2
1288,'2024/10/30 14:19:10:049',2,95,292,2
1289,'2024/10/30 14:19:10:065',2,95,292,2
1290,'2024/10/30 14:19:10:082',2,95,292,2
1291,'2024/10/30 14:19:10:099',2,95,292,2
1292,'2024/10/30 14:19:10:115',2,95,292,2
1293,'2024/10/30 14:19:10:132',2,95,292,2
1294,'2024/10/30 14:19:10:148',2,95,292,2
1295,'2024/10/30 14:19:10:166',2,95,292,2
1296,'2024/10/30 14:19:10:183',2,95,292,2
1297,'2024/10/30 14:19:10:199',2,95,292,2
1298,'2024/10/30 14:19:10:214',2,95,292,2
1299,'2024/10/30 14:19:10:231',2,95,292,2
1300,'2024/10/30 14:19:10:250',2,95,292,2
1301,'2024/10/30 14:19:10:266',2,95,292,2
1302,'2024/10/30 14:19:10:281',2,95,292,2
1303,'2024/10/30 14:19:10:299',2,95,292,2
1304,'2024/10/30 14:19:10:314',2,95,292,2
1305,'2024/10/30 14:19:10:332',2,95,292,2
1306,'2024/10/30 14:19:10:349',2,95,292,2
1307,'2024/10/30 14:19:10:364',2,95,292,2
1308,'2024/10/30 14:19:10:381',2,95,292,2
1309,'2024/10/30 14:19:10:398',2,95,292,2
